UPC,Commodity_ID,Component_Type,Component_%,Primary_Flag,Supplier_ID,Region_#
981923066620,COM-002,Co-manufacturing,0.0707,N,591081,2
981923066620,COM-012,Resin,0.3607,N,591081,2
689546360500,COM-009,Pulp,0.0872,Y,576877,3
689546360500,COM-011,Raw Materials,0.3896,N,576877,3
689546360500,COM-003,Fragrance,0.5232,N,576877,3
433723585310,COM-006,Labor,0.1794,Y,528129,3
433723585310,COM-012,Resin,0.153,N,528129,3
433723585310,COM-009,Pulp,0.6676,N,528129,3
902051938183,COM-009,Pulp,0.5061,Y,535037,5
902051938183,COM-004,Freight,0.1583,N,535037,5
902051938183,COM-005,Ingredients,0.3356,N,535037,5
402357707469,COM-004,Freight,0.2272,Y,228093,5
402357707469,COM-006,Labor,0.1133,N,228093,5
402357707469,COM-003,Fragrance,0.6595,N,228093,5
461777974575,COM-008,Packaging,0.4261,Y,254721,1
461777974575,COM-002,Co-manufacturing,0.2131,N,254721,1
461777974575,COM-011,Raw Materials,0.3608,N,254721,1
118570457049,COM-003,Fragrance,0.377,Y,378258,1
118570457049,COM-008,Packaging,0.5138,N,378258,1
118570457049,COM-009,Pulp,0.1092,N,378258,1
806341914182,COM-008,Packaging,0.1009,Y,163780,2
806341914182,COM-005,Ingredients,0.4418,N,163780,2
806341914182,COM-003,Fragrance,0.4573,N,163780,2
682386363435,COM-013,Utilities,0.2942,Y,575755,1
682386363435,COM-004,Freight,0.3182,N,575755,1
682386363435,COM-012,Resin,0.3876,N,575755,1
556979066473,COM-014,Warehousing,0.682,Y,199704,2
556979066473,COM-008,Packaging,0.2557,N,199704,2
556979066473,COM-010,Quality Testing,0.0623,N,199704,2
166814103555,COM-007,Overhead,0.5873,Y,688866,1
166814103555,COM-003,Fragrance,0.1881,N,688866,1
166814103555,COM-014,Warehousing,0.2246,N,688866,1
631101638339,COM-010,Quality Testing,0.4193,Y,988432,1
631101638339,COM-003,Fragrance,0.283,N,988432,1
631101638339,COM-014,Warehousing,0.2977,N,988432,1
397127624567,COM-011,Raw Materials,0.3971,Y,899444,1
397127624567,COM-008,Packaging,0.4583,N,899444,1
397127624567,COM-013,Utilities,0.1446,N,899444,1
273262828950,COM-011,Raw Materials,0.3033,Y,426775,2
273262828950,COM-002,Co-manufacturing,0.6034,N,426775,2
273262828950,COM-008,Packaging,0.0933,N,426775,2
587938676045,COM-007,Overhead,0.2378,Y,386436,3
587938676045,COM-011,Raw Materials,0.4374,N,386436,3
587938676045,COM-004,Freight,0.3248,N,386436,3
335988370017,COM-004,Freight,0.3502,Y,243901,4
335988370017,COM-001,Active Chemicals,0.2342,N,243901,4
335988370017,COM-010,Quality Testing,0.4156,N,243901,4
602591667934,COM-006,Labor,0.2608,Y,428267,1
602591667934,COM-010,Quality Testing,0.1617,N,428267,1
602591667934,COM-003,Fragrance,0.5775,N,428267,1
219591149697,COM-001,Active Chemicals,0.505,Y,556839,5
219591149697,COM-002,Co-manufacturing,0.3051,N,556839,5
219591149697,COM-008,Packaging,0.1899,N,556839,5
996125354020,COM-010,Quality Testing,0.3991,Y,347745,4
996125354020,COM-002,Co-manufacturing,0.1536,N,347745,4
996125354020,COM-009,Pulp,0.4473,N,347745,4
446291261920,COM-007,Overhead,0.0652,Y,561124,5
446291261920,COM-009,Pulp,0.1042,N,561124,5
446291261920,COM-010,Quality Testing,0.8306,N,561124,5
774697686009,COM-004,Freight,0.4813,Y,631699,1
774697686009,COM-005,Ingredients,0.2108,N,631699,1
774697686009,COM-003,Fragrance,0.3079,N,631699,1
989502767451,COM-009,Pulp,0.0812,Y,849014,4
989502767451,COM-001,Active Chemicals,0.2815,N,849014,4
989502767451,COM-010,Quality Testing,0.6373,N,849014,4
548340540254,COM-012,Resin,0.55,Y,454803,2
548340540254,COM-007,Overhead,0.2612,N,454803,2
548340540254,COM-010,Quality Testing,0.1888,N,454803,2
257469014953,COM-007,Overhead,0.2012,Y,425301,1
257469014953,COM-001,Active Chemicals,0.293,N,425301,1
257469014953,COM-012,Resin,0.5058,N,425301,1
497320932658,COM-008,Packaging,0.285,Y,480211,1
497320932658,COM-007,Overhead,0.5381,N,480211,1
497320932658,COM-014,Warehousing,0.1769,N,480211,1
945577668293,COM-011,Raw Materials,0.568,Y,237414,5
945577668293,COM-012,Resin,0.3887,N,237414,5
945577668293,COM-005,Ingredients,0.0433,N,237414,5
685120587252,COM-009,Pulp,0.2913,Y,424500,3
685120587252,COM-010,Quality Testing,0.1243,N,424500,3
685120587252,COM-007,Overhead,0.5844,N,424500,3
322551853248,COM-014,Warehousing,0.274,Y,734035,4
322551853248,COM-008,Packaging,0.5214,N,734035,4
322551853248,COM-007,Overhead,0.2046,N,734035,4
666528976346,COM-001,Active Chemicals,0.2809,Y,971415,5
666528976346,COM-005,Ingredients,0.6451,N,971415,5
666528976346,COM-004,Freight,0.074,N,971415,5
816034202609,COM-009,Pulp,0.5098,Y,929822,1
816034202609,COM-014,Warehousing,0.2555,N,929822,1
816034202609,COM-003,Fragrance,0.2347,N,929822,1
768843380505,COM-009,Pulp,0.2443,Y,543814,1
768843380505,COM-008,Packaging,0.5458,N,543814,1
768843380505,COM-010,Quality Testing,0.2099,N,543814,1
257704947058,COM-001,Active Chemicals,0.1497,Y,550089,4
257704947058,COM-014,Warehousing,0.6671,N,550089,4
257704947058,COM-010,Quality Testing,0.1832,N,550089,4
527931947563,COM-002,Co-manufacturing,0.5754,Y,365971,4
527931947563,COM-008,Packaging,0.2534,N,365971,4
527931947563,COM-003,Fragrance,0.1712,N,365971,4
807868630522,COM-011,Raw Materials,0.4753,Y,970720,1
807868630522,COM-007,Overhead,0.4497,N,970720,1
807868630522,COM-004,Freight,0.075,N,970720,1
700502596590,COM-010,Quality Testing,0.706,Y,365618,2
700502596590,COM-005,Ingredients,0.2615,N,365618,2
700502596590,COM-012,Resin,0.0325,N,365618,2
306045573885,COM-008,Packaging,0.8094,Y,825686,5
306045573885,COM-012,Resin,0.0865,N,825686,5
306045573885,COM-003,Fragrance,0.1041,N,825686,5
827257878289,COM-003,Fragrance,0.1977,Y,421384,4
827257878289,COM-012,Resin,0.5815,N,421384,4
827257878289,COM-007,Overhead,0.2208,N,421384,4
982671983350,COM-004,Freight,0.4586,Y,812413,1
982671983350,COM-010,Quality Testing,0.0272,N,812413,1
982671983350,COM-002,Co-manufacturing,0.5142,N,812413,1
843688354108,COM-004,Freight,0.4146,Y,488984,3
843688354108,COM-008,Packaging,0.4162,N,488984,3
843688354108,COM-011,Raw Materials,0.1692,N,488984,3
951527846849,COM-009,Pulp,0.7222,Y,838237,4
951527846849,COM-006,Labor,0.1513,N,838237,4
951527846849,COM-013,Utilities,0.1265,N,838237,4
171766929920,COM-008,Packaging,0.45,Y,668507,1
171766929920,COM-004,Freight,0.1877,N,668507,1
171766929920,COM-006,Labor,0.3623,N,668507,1
612685569631,COM-012,Resin,0.2854,Y,678443,4
612685569631,COM-010,Quality Testing,0.2046,N,678443,4
612685569631,COM-014,Warehousing,0.51,N,678443,4
613033733961,COM-012,Resin,0.5365,Y,642491,1
613033733961,COM-001,Active Chemicals,0.2618,N,642491,1
613033733961,COM-011,Raw Materials,0.2017,N,642491,1
452882961074,COM-007,Overhead,0.2761,Y,336422,4
452882961074,COM-006,Labor,0.2356,N,336422,4
452882961074,COM-002,Co-manufacturing,0.4883,N,336422,4
269997582302,COM-011,Raw Materials,0.4325,Y,790731,4
269997582302,COM-002,Co-manufacturing,0.4582,N,790731,4
269997582302,COM-003,Fragrance,0.1093,N,790731,4
791012979889,COM-011,Raw Materials,0.5707,Y,403742,5
791012979889,COM-006,Labor,0.4248,N,403742,5
791012979889,COM-009,Pulp,0.0045,N,403742,5
257224408651,COM-008,Packaging,0.4761,Y,853258,4
257224408651,COM-005,Ingredients,0.2023,N,853258,4
257224408651,COM-004,Freight,0.3216,N,853258,4
203684279962,COM-004,Freight,0.0841,Y,404309,1
203684279962,COM-010,Quality Testing,0.1063,N,404309,1
203684279962,COM-006,Labor,0.8096,N,404309,1
123611025550,COM-002,Co-manufacturing,0.6108,Y,512344,4
123611025550,COM-009,Pulp,0.2635,N,512344,4
123611025550,COM-007,Overhead,0.1257,N,512344,4
391552927358,COM-008,Packaging,0.5984,Y,483545,1
391552927358,COM-012,Resin,0.1258,N,483545,1
391552927358,COM-001,Active Chemicals,0.2758,N,483545,1
529911973419,COM-003,Fragrance,0.2186,Y,933510,5
529911973419,COM-001,Active Chemicals,0.4969,N,933510,5
529911973419,COM-012,Resin,0.2845,N,933510,5
981898694622,COM-003,Fragrance,0.3955,Y,644559,1
981898694622,COM-013,Utilities,0.2445,N,644559,1
981898694622,COM-007,Overhead,0.36,N,644559,1
995392845738,COM-002,Co-manufacturing,0.2604,Y,486251,3
995392845738,COM-011,Raw Materials,0.4785,N,486251,3
995392845738,COM-003,Fragrance,0.2611,N,486251,3
740170695850,COM-004,Freight,0.2848,Y,278794,2
740170695850,COM-011,Raw Materials,0.4059,N,278794,2
740170695850,COM-003,Fragrance,0.3093,N,278794,2
551621958390,COM-005,Ingredients,0.3416,Y,313795,2
551621958390,COM-002,Co-manufacturing,0.0395,N,313795,2
551621958390,COM-009,Pulp,0.6189,N,313795,2
688033095688,COM-004,Freight,0.2147,Y,672808,3
688033095688,COM-014,Warehousing,0.5438,N,672808,3
688033095688,COM-007,Overhead,0.2415,N,672808,3
330660793161,COM-012,Resin,0.7433,Y,839233,2
330660793161,COM-014,Warehousing,0.0879,N,839233,2
330660793161,COM-005,Ingredients,0.1688,N,839233,2
819159529356,COM-013,Utilities,0.5272,Y,883641,2
819159529356,COM-003,Fragrance,0.3781,N,883641,2
819159529356,COM-004,Freight,0.0947,N,883641,2
207599629988,COM-009,Pulp,0.3294,Y,446337,1
207599629988,COM-014,Warehousing,0.1461,N,446337,1
207599629988,COM-002,Co-manufacturing,0.5245,N,446337,1
197790929231,COM-014,Warehousing,0.3288,Y,702022,5
197790929231,COM-012,Resin,0.6392,N,702022,5
197790929231,COM-009,Pulp,0.032,N,702022,5
763864341229,COM-010,Quality Testing,0.1518,Y,451317,5
763864341229,COM-008,Packaging,0.7066,N,451317,5
763864341229,COM-005,Ingredients,0.1416,N,451317,5
907514342796,COM-012,Resin,0.1295,Y,929179,5
907514342796,COM-014,Warehousing,0.818,N,929179,5
907514342796,COM-001,Active Chemicals,0.0525,N,929179,5
254540161162,COM-011,Raw Materials,0.2141,Y,439320,1
254540161162,COM-007,Overhead,0.427,N,439320,1
254540161162,COM-002,Co-manufacturing,0.3589,N,439320,1
437006305345,COM-003,Fragrance,0.6373,Y,525110,5
437006305345,COM-004,Freight,0.2787,N,525110,5
437006305345,COM-010,Quality Testing,0.084,N,525110,5
870585189303,COM-001,Active Chemicals,0.3575,Y,593699,4
870585189303,COM-009,Pulp,0.1128,N,593699,4
870585189303,COM-014,Warehousing,0.5297,N,593699,4
704854978910,COM-009,Pulp,0.7173,Y,311976,1
704854978910,COM-008,Packaging,0.1736,N,311976,1
704854978910,COM-001,Active Chemicals,0.1091,N,311976,1
720437225134,COM-012,Resin,0.263,Y,685941,1
720437225134,COM-005,Ingredients,0.0978,N,685941,1
720437225134,COM-013,Utilities,0.6392,N,685941,1
547909643985,COM-014,Warehousing,0.2703,Y,906325,4
547909643985,COM-012,Resin,0.5074,N,906325,4
547909643985,COM-010,Quality Testing,0.2223,N,906325,4
293783053908,COM-012,Resin,0.2719,Y,512151,5
293783053908,COM-001,Active Chemicals,0.3401,N,512151,5
293783053908,COM-014,Warehousing,0.388,N,512151,5
307342336789,COM-011,Raw Materials,0.1006,Y,902674,2
307342336789,COM-009,Pulp,0.3053,N,902674,2
307342336789,COM-003,Fragrance,0.5941,N,902674,2
355288401397,COM-005,Ingredients,0.8059,Y,327823,2
355288401397,COM-003,Fragrance,0.0731,N,327823,2
355288401397,COM-010,Quality Testing,0.121,N,327823,2
401938352484,COM-005,Ingredients,0.4867,Y,683761,2
401938352484,COM-002,Co-manufacturing,0.1786,N,683761,2
401938352484,COM-010,Quality Testing,0.3347,N,683761,2
427058399256,COM-006,Labor,0.3114,Y,292811,4
427058399256,COM-010,Quality Testing,0.1653,N,292811,4
427058399256,COM-009,Pulp,0.5233,N,292811,4
248305185574,COM-011,Raw Materials,0.3644,Y,354655,4
248305185574,COM-007,Overhead,0.2624,N,354655,4
248305185574,COM-012,Resin,0.3732,N,354655,4
837550274915,COM-013,Utilities,0.1964,Y,327558,4
837550274915,COM-010,Quality Testing,0.3757,N,327558,4
837550274915,COM-009,Pulp,0.4279,N,327558,4
365923443265,COM-009,Pulp,0.3598,Y,437237,5
365923443265,COM-008,Packaging,0.4361,N,437237,5
365923443265,COM-013,Utilities,0.2041,N,437237,5
552315555921,COM-007,Overhead,0.4168,Y,689849,5
552315555921,COM-006,Labor,0.3317,N,689849,5
552315555921,COM-004,Freight,0.2515,N,689849,5
819624530104,COM-009,Pulp,0.4279,Y,453961,2
819624530104,COM-006,Labor,0.164,N,453961,2
819624530104,COM-013,Utilities,0.4081,N,453961,2
675777869916,COM-013,Utilities,0.634,Y,979827,2
675777869916,COM-006,Labor,0.2162,N,979827,2
675777869916,COM-011,Raw Materials,0.1498,N,979827,2
802733251364,COM-013,Utilities,0.4395,Y,746467,4
802733251364,COM-007,Overhead,0.3615,N,746467,4
802733251364,COM-001,Active Chemicals,0.199,N,746467,4
675939282671,COM-009,Pulp,0.0215,Y,352674,1
675939282671,COM-003,Fragrance,0.2182,N,352674,1
675939282671,COM-004,Freight,0.7603,N,352674,1
542783213089,COM-010,Quality Testing,0.5745,Y,495490,2
542783213089,COM-005,Ingredients,0.1379,N,495490,2
542783213089,COM-003,Fragrance,0.2876,N,495490,2
726582274627,COM-011,Raw Materials,0.2139,Y,384263,4
726582274627,COM-004,Freight,0.3681,N,384263,4
726582274627,COM-003,Fragrance,0.418,N,384263,4
277379043591,COM-013,Utilities,0.3366,Y,352153,5
277379043591,COM-008,Packaging,0.3084,N,352153,5
277379043591,COM-001,Active Chemicals,0.355,N,352153,5
185206458852,COM-009,Pulp,0.5191,Y,734565,1
185206458852,COM-004,Freight,0.1475,N,734565,1
185206458852,COM-005,Ingredients,0.3334,N,734565,1
828365787510,COM-006,Labor,0.1961,Y,189856,3
828365787510,COM-013,Utilities,0.3497,N,189856,3
828365787510,COM-012,Resin,0.4542,N,189856,3
439057432441,COM-008,Packaging,0.2296,Y,477400,3
439057432441,COM-005,Ingredients,0.2942,N,477400,3
439057432441,COM-001,Active Chemicals,0.4762,N,477400,3
417880582454,COM-006,Labor,0.6037,Y,506637,4
417880582454,COM-014,Warehousing,0.0523,N,506637,4
417880582454,COM-007,Overhead,0.344,N,506637,4
577459520169,COM-008,Packaging,0.3064,Y,541557,2
577459520169,COM-006,Labor,0.3504,N,541557,2
577459520169,COM-007,Overhead,0.3432,N,541557,2
466962963204,COM-006,Labor,0.1831,Y,955088,3
466962963204,COM-012,Resin,0.4333,N,955088,3
466962963204,COM-005,Ingredients,0.3836,N,955088,3
369646526717,COM-010,Quality Testing,0.188,Y,494322,5
369646526717,COM-001,Active Chemicals,0.2498,N,494322,5
369646526717,COM-011,Raw Materials,0.5622,N,494322,5
997945199081,COM-010,Quality Testing,0.367,Y,933665,5
997945199081,COM-012,Resin,0.3072,N,933665,5
997945199081,COM-008,Packaging,0.3258,N,933665,5
656345871689,COM-010,Quality Testing,0.5385,Y,538620,4
656345871689,COM-004,Freight,0.1597,N,538620,4
656345871689,COM-002,Co-manufacturing,0.3018,N,538620,4
812894168926,COM-001,Active Chemicals,0.7639,Y,778159,2
812894168926,COM-003,Fragrance,0.0698,N,778159,2
812894168926,COM-013,Utilities,0.1663,N,778159,2
948097398654,COM-008,Packaging,0.106,Y,717181,2
948097398654,COM-013,Utilities,0.8158,N,717181,2
948097398654,COM-006,Labor,0.0782,N,717181,2
630519148549,COM-011,Raw Materials,0.4459,Y,599292,2
630519148549,COM-005,Ingredients,0.3291,N,599292,2
630519148549,COM-002,Co-manufacturing,0.225,N,599292,2
706339659651,COM-006,Labor,0.2547,Y,447067,5
706339659651,COM-002,Co-manufacturing,0.4081,N,447067,5
706339659651,COM-010,Quality Testing,0.3372,N,447067,5
527046677715,COM-006,Labor,0.6115,Y,838968,3
527046677715,COM-005,Ingredients,0.2919,N,838968,3
527046677715,COM-010,Quality Testing,0.0966,N,838968,3
446342334150,COM-003,Fragrance,0.6762,Y,507517,3
446342334150,COM-014,Warehousing,0.2839,N,507517,3
446342334150,COM-008,Packaging,0.0399,N,507517,3
298070787352,COM-001,Active Chemicals,0.4185,Y,827120,3
298070787352,COM-013,Utilities,0.2953,N,827120,3
298070787352,COM-002,Co-manufacturing,0.2862,N,827120,3
302466031958,COM-001,Active Chemicals,0.3879,Y,982885,4
302466031958,COM-014,Warehousing,0.2953,N,982885,4
302466031958,COM-002,Co-manufacturing,0.3168,N,982885,4
638777240733,COM-010,Quality Testing,0.2106,Y,186686,3
638777240733,COM-009,Pulp,0.4602,N,186686,3
638777240733,COM-003,Fragrance,0.3292,N,186686,3
951554098697,COM-001,Active Chemicals,0.3042,Y,963274,4
951554098697,COM-004,Freight,0.3943,N,963274,4
951554098697,COM-012,Resin,0.3015,N,963274,4
594059667546,COM-013,Utilities,0.2662,Y,465509,5
594059667546,COM-005,Ingredients,0.3056,N,465509,5
594059667546,COM-014,Warehousing,0.4282,N,465509,5
959591468814,COM-007,Overhead,0.353,Y,953047,5
959591468814,COM-014,Warehousing,0.4592,N,953047,5
959591468814,COM-003,Fragrance,0.1878,N,953047,5
928768795058,COM-010,Quality Testing,0.14,Y,531589,4
928768795058,COM-002,Co-manufacturing,0.6228,N,531589,4
928768795058,COM-012,Resin,0.2372,N,531589,4
595532591925,COM-009,Pulp,0.5566,Y,764406,1
595532591925,COM-005,Ingredients,0.315,N,764406,1
595532591925,COM-003,Fragrance,0.1284,N,764406,1
606686527351,COM-009,Pulp,0.5959,Y,796405,5
606686527351,COM-007,Overhead,0.2995,N,796405,5
606686527351,COM-005,Ingredients,0.1046,N,796405,5
477047893181,COM-009,Pulp,0.3132,Y,899281,3
477047893181,COM-014,Warehousing,0.5005,N,899281,3
477047893181,COM-011,Raw Materials,0.1863,N,899281,3
273095194326,COM-010,Quality Testing,0.7637,Y,197874,2
273095194326,COM-004,Freight,0.1815,N,197874,2
273095194326,COM-012,Resin,0.0548,N,197874,2
183652247871,COM-009,Pulp,0.406,Y,722518,5
183652247871,COM-008,Packaging,0.1254,N,722518,5
183652247871,COM-004,Freight,0.4686,N,722518,5
505072760171,COM-003,Fragrance,0.6025,Y,243790,1
505072760171,COM-002,Co-manufacturing,0.2302,N,243790,1
505072760171,COM-006,Labor,0.1673,N,243790,1
266422547450,COM-005,Ingredients,0.4159,Y,746002,3
266422547450,COM-012,Resin,0.2367,N,746002,3
266422547450,COM-014,Warehousing,0.3474,N,746002,3
759506816723,COM-001,Active Chemicals,0.459,Y,856211,2
759506816723,COM-004,Freight,0.5165,N,856211,2
759506816723,COM-013,Utilities,0.0245,N,856211,2
523032321578,COM-012,Resin,0.6576,Y,352792,2
523032321578,COM-005,Ingredients,0.1491,N,352792,2
523032321578,COM-001,Active Chemicals,0.1933,N,352792,2
175537151055,COM-012,Resin,0.2114,Y,374921,5
175537151055,COM-013,Utilities,0.6743,N,374921,5
175537151055,COM-014,Warehousing,0.1143,N,374921,5
439661463094,COM-002,Co-manufacturing,0.5407,Y,636141,5
439661463094,COM-014,Warehousing,0.1095,N,636141,5
439661463094,COM-008,Packaging,0.3498,N,636141,5
195539313082,COM-006,Labor,0.3443,Y,221620,5
195539313082,COM-013,Utilities,0.6229,N,221620,5
195539313082,COM-011,Raw Materials,0.0328,N,221620,5
239036120536,COM-007,Overhead,0.2157,Y,919067,4
239036120536,COM-013,Utilities,0.6008,N,919067,4
239036120536,COM-003,Fragrance,0.1835,N,919067,4
282823383819,COM-014,Warehousing,0.1532,Y,264951,4
282823383819,COM-011,Raw Materials,0.7801,N,264951,4
282823383819,COM-004,Freight,0.0667,N,264951,4
705742274133,COM-007,Overhead,0.1394,Y,848705,4
705742274133,COM-008,Packaging,0.8548,N,848705,4
705742274133,COM-003,Fragrance,0.0058,N,848705,4
981426868196,COM-001,Active Chemicals,0.6311,Y,148159,1
981426868196,COM-009,Pulp,0.0337,N,148159,1
981426868196,COM-011,Raw Materials,0.3352,N,148159,1
750121784866,COM-001,Active Chemicals,0.4648,Y,910143,2
750121784866,COM-005,Ingredients,0.3666,N,910143,2
750121784866,COM-002,Co-manufacturing,0.1686,N,910143,2
212989897853,COM-014,Warehousing,0.4063,Y,655550,3
212989897853,COM-001,Active Chemicals,0.1139,N,655550,3
212989897853,COM-012,Resin,0.4798,N,655550,3
654461281286,COM-010,Quality Testing,0.6365,Y,768169,3
654461281286,COM-012,Resin,0.1643,N,768169,3
654461281286,COM-013,Utilities,0.1992,N,768169,3
246899532166,COM-009,Pulp,0.1848,Y,907557,3
246899532166,COM-007,Overhead,0.2735,N,907557,3
246899532166,COM-014,Warehousing,0.5417,N,907557,3
867530862781,COM-002,Co-manufacturing,0.0879,Y,142288,1
867530862781,COM-007,Overhead,0.8432,N,142288,1
867530862781,COM-010,Quality Testing,0.0689,N,142288,1
704508393916,COM-002,Co-manufacturing,0.447,Y,199326,1
704508393916,COM-014,Warehousing,0.0644,N,199326,1
704508393916,COM-010,Quality Testing,0.4886,N,199326,1
315025270085,COM-006,Labor,0.2663,Y,564971,4
315025270085,COM-003,Fragrance,0.2466,N,564971,4
315025270085,COM-012,Resin,0.4871,N,564971,4
487289257954,COM-009,Pulp,0.5395,Y,296242,4
487289257954,COM-012,Resin,0.3853,N,296242,4
487289257954,COM-001,Active Chemicals,0.0752,N,296242,4
560150924878,COM-009,Pulp,0.379,Y,773870,1
560150924878,COM-001,Active Chemicals,0.385,N,773870,1
560150924878,COM-014,Warehousing,0.236,N,773870,1
298730008062,COM-005,Ingredients,0.1734,Y,434367,4
298730008062,COM-010,Quality Testing,0.2937,N,434367,4
298730008062,COM-003,Fragrance,0.5329,N,434367,4
685260277007,COM-006,Labor,0.0862,Y,872863,2
685260277007,COM-004,Freight,0.6454,N,872863,2
685260277007,COM-003,Fragrance,0.2684,N,872863,2
873215259556,COM-008,Packaging,0.2736,Y,468765,5
873215259556,COM-011,Raw Materials,0.2335,N,468765,5
873215259556,COM-004,Freight,0.4929,N,468765,5
778252199568,COM-006,Labor,0.0889,Y,945619,2
778252199568,COM-010,Quality Testing,0.6346,N,945619,2
778252199568,COM-008,Packaging,0.2765,N,945619,2
829895002409,COM-009,Pulp,0.5688,Y,714483,3
829895002409,COM-002,Co-manufacturing,0.2156,N,714483,3
829895002409,COM-005,Ingredients,0.2156,N,714483,3
747103531154,COM-014,Warehousing,0.0437,Y,496764,5
747103531154,COM-010,Quality Testing,0.2295,N,496764,5
747103531154,COM-003,Fragrance,0.7268,N,496764,5
721222552579,COM-014,Warehousing,0.2366,Y,620287,2
721222552579,COM-013,Utilities,0.3971,N,620287,2
721222552579,COM-002,Co-manufacturing,0.3663,N,620287,2
175991612639,COM-009,Pulp,0.4334,Y,369125,3
175991612639,COM-012,Resin,0.3528,N,369125,3
175991612639,COM-005,Ingredients,0.2138,N,369125,3
594619843437,COM-006,Labor,0.6288,Y,938016,3
594619843437,COM-013,Utilities,0.0161,N,938016,3
594619843437,COM-008,Packaging,0.3551,N,938016,3
572579517352,COM-001,Active Chemicals,0.3554,Y,273012,1
572579517352,COM-013,Utilities,0.2308,N,273012,1
572579517352,COM-010,Quality Testing,0.4138,N,273012,1
204099477227,COM-003,Fragrance,0.6965,Y,511987,2
204099477227,COM-009,Pulp,0.153,N,511987,2
204099477227,COM-004,Freight,0.1505,N,511987,2
435503556153,COM-006,Labor,0.1533,Y,516774,1
435503556153,COM-009,Pulp,0.3394,N,516774,1
435503556153,COM-011,Raw Materials,0.5073,N,516774,1
395653002015,COM-004,Freight,0.2442,Y,164633,3
395653002015,COM-001,Active Chemicals,0.583,N,164633,3
395653002015,COM-011,Raw Materials,0.1728,N,164633,3
361484712305,COM-002,Co-manufacturing,0.377,Y,413369,4
361484712305,COM-003,Fragrance,0.2157,N,413369,4
361484712305,COM-006,Labor,0.4073,N,413369,4
336103650362,COM-014,Warehousing,0.2958,Y,302087,5
336103650362,COM-003,Fragrance,0.1973,N,302087,5
336103650362,COM-007,Overhead,0.5069,N,302087,5
536181262947,COM-010,Quality Testing,0.1575,Y,441968,5
536181262947,COM-012,Resin,0.4898,N,441968,5
536181262947,COM-008,Packaging,0.3527,N,441968,5
957115200247,COM-011,Raw Materials,0.4965,Y,923914,1
957115200247,COM-006,Labor,0.4137,N,923914,1
957115200247,COM-007,Overhead,0.0898,N,923914,1
464552347164,COM-014,Warehousing,0.6797,Y,349119,1
