UPC,Month_Start,Year,Month,Weighted_Commodity_Index,Expected_Cost,Actual_Item_Cost,Cost_Variance_$,Cost_Variance_%,Sale_Price_Proxy,Baseline_Unit_Margin,Actual_Unit_Margin,Margin_Impact_$,Supplier_Effect_Flag,Expected_Cost_YoY_%,Actual_Cost_YoY_%,Supplier_Streak,Negotiation_Flag,Price_Lag_Months_2024,Price_Lag_Months_2025
100228180081,2024-09-01,2024,9,106.67,9.9342,7.5422,-2.392,-0.24078,11.87,4.3278,4.3278,-0.0,Supplier,0.021259534921973078,-0.19015150701699757,17,Y,0,0
100228180081,2024-10-01,2024,10,107.24,9.9876,7.5422,-2.4454,-0.24484,11.87,4.3278,4.3278,-0.0,Supplier,0.018373880947040178,-0.19015150701699757,18,Y,0,0
100228180081,2024-11-01,2024,11,107.5,10.012,7.5422,-2.4698,-0.24668,11.87,4.3278,4.3278,-0.0,Supplier,0.02917291996463911,-0.19015150701699757,19,Y,0,0
100228180081,2024-12-01,2024,12,106.95,9.9603,7.5422,-2.4181,-0.24277,11.87,4.3278,4.3278,-0.0,Supplier,0.027555399661618463,-0.19015150701699757,20,Y,0,0
100228180081,2025-01-01,2025,1,107.17,9.9807,7.5422,-2.4385,-0.24432,10.61,4.0106,3.0678,-0.9428,Supplier,0.036675807054717735,0.0,21,Y,0,0
100228180081,2025-02-01,2025,2,107.29,9.992,7.5422,-2.4498,-0.24518,10.61,4.0106,3.0678,-0.9428,Supplier,0.03452917119635557,0.0,22,Y,0,0
100228180081,2025-03-01,2025,3,107.92,10.0505,7.5422,-2.5083,-0.24957,10.61,4.0106,3.0678,-0.9428,Supplier,0.03267403031081417,0.0,23,Y,0,0
100228180081,2025-04-01,2025,4,108.55,10.1093,7.5422,-2.5671,-0.25393,10.61,4.0106,3.0678,-0.9428,Supplier,0.03210887409645924,0.0,24,Y,0,0
100228180081,2025-05-01,2025,5,108.51,10.1059,7.5422,-2.5637,-0.25368,10.61,4.0106,3.0678,-0.9428,Supplier,0.028642679016743777,0.0,25,Y,0,0
100228180081,2025-06-01,2025,6,108.25,10.0814,7.5422,-2.5392,-0.25187,10.61,4.0106,3.0678,-0.9428,Supplier,0.012890456239764703,0.0,26,Y,0,0
100228180081,2025-07-01,2025,7,108.12,10.0695,6.5994,-3.4701,-0.34462,10.61,4.0106,4.0106,-0.0,Supplier,0.01584883580162222,-0.12500331468271852,27,Y,0,0
100228180081,2025-08-01,2025,8,108.67,10.1203,6.5994,-3.5209,-0.34791,10.61,4.0106,4.0106,-0.0,Supplier,0.02594177040671508,-0.12500331468271852,28,Y,0,0
100228180081,2025-09-01,2025,9,109.37,10.1861,6.5994,-3.5867,-0.35212,10.61,4.0106,4.0106,-0.0,Supplier,0.025356848060236192,-0.12500331468271852,29,Y,0,0
100228180081,2025-10-01,2025,10,109.47,10.1947,6.5994,-3.5953,-0.35266,10.61,4.0106,4.0106,-0.0,Supplier,0.02073571228323101,-0.12500331468271852,30,Y,0,0
100228180081,2025-11-01,2025,11,110.22,10.2645,6.5994,-3.6651,-0.35707,10.61,4.0106,4.0106,-0.0,Supplier,0.02521973631642016,-0.12500331468271852,31,Y,0,0
100228180081,2025-12-01,2025,12,110.19,10.2619,6.5994,-3.6625,-0.3569,10.61,4.0106,4.0106,-0.0,Supplier,0.03028021244340029,-0.12500331468271852,32,Y,0,0
100723758304,2023-01-01,2023,1,100.0,1.0228,1.0228,0.0,0.0,1.55,0.5272,0.5272,0.0,Market,,,0,N,0,0
100723758304,2023-02-01,2023,2,99.87,1.0215,1.0228,0.0013,0.00128,1.55,0.5272,0.5272,0.0,Market,,,0,N,0,0
100723758304,2023-03-01,2023,3,101.08,1.0339,1.0228,-0.0111,-0.01072,1.55,0.5272,0.5272,0.0,Market,,,0,N,0,0
100723758304,2023-04-01,2023,4,100.6,1.0289,1.0228,-0.0061,-0.00592,1.55,0.5272,0.5272,0.0,Market,,,0,N,0,0
100723758304,2023-05-01,2023,5,100.46,1.0275,1.0228,-0.0047,-0.00457,1.55,0.5272,0.5272,0.0,Market,,,0,N,0,0
100723758304,2023-06-01,2023,6,100.66,1.0296,1.0228,-0.0068,-0.00657,1.55,0.5272,0.5272,0.0,Market,,,0,N,0,0
100723758304,2023-07-01,2023,7,100.31,1.0259,1.0228,-0.0031,-0.00307,1.55,0.5272,0.5272,0.0,Market,,,0,N,0,0
100723758304,2023-08-01,2023,8,100.6,1.029,1.0228,-0.0062,-0.00601,1.55,0.5272,0.5272,0.0,Market,,,0,N,0,0
100723758304,2023-09-01,2023,9,100.81,1.0311,1.0228,-0.0083,-0.00806,1.55,0.5272,0.5272,0.0,Market,,,0,N,0,0
100723758304,2023-10-01,2023,10,102.17,1.045,1.0228,-0.0222,-0.02126,1.55,0.5272,0.5272,0.0,Supplier,,,1,N,0,0
100723758304,2023-11-01,2023,11,101.77,1.0409,1.0228,-0.0181,-0.01739,1.55,0.5272,0.5272,0.0,Market,,,0,N,0,0
100723758304,2023-12-01,2023,12,101.97,1.043,1.0228,-0.0202,-0.01936,1.55,0.5272,0.5272,0.0,Market,,,0,N,0,0
100723758304,2024-01-01,2024,1,101.96,1.0429,0.8839,-0.159,-0.15245,1.46,0.5761,0.5761,0.0,Supplier,0.0196519358623386,-0.1358036761830269,1,N,0,0
100723758304,2024-02-01,2024,2,102.04,1.0437,0.8839,-0.1598,-0.15307,1.46,0.5761,0.5761,0.0,Supplier,0.021732745961820843,-0.1358036761830269,2,N,0,0
100723758304,2024-03-01,2024,3,102.96,1.0531,0.8839,-0.1692,-0.16065,1.46,0.5761,0.5761,0.0,Supplier,0.01857046135989937,-0.1358036761830269,3,Y,0,0
100723758304,2024-04-01,2024,4,102.84,1.0518,0.8839,-0.1679,-0.15964,1.46,0.5761,0.5761,0.0,Supplier,0.02225677908445922,-0.1358036761830269,4,Y,0,0
100723758304,2024-05-01,2024,5,103.59,1.0595,0.8839,-0.1756,-0.16576,1.46,0.5761,0.5761,0.0,Supplier,0.03114355231143562,-0.1358036761830269,5,Y,0,0
100723758304,2024-06-01,2024,6,103.24,1.0559,0.8839,-0.172,-0.16292,1.46,0.5761,0.5761,0.0,Supplier,0.025543900543900433,-0.1358036761830269,6,Y,0,0
100723758304,2024-07-01,2024,7,103.93,1.063,0.8839,-0.1791,-0.16848,1.46,0.5761,0.5761,0.0,Supplier,0.036163368749390745,-0.1358036761830269,7,Y,0,0
100723758304,2024-08-01,2024,8,103.68,1.0605,0.8839,-0.1766,-0.1665,1.46,0.5761,0.5761,0.0,Supplier,0.03061224489795933,-0.1358036761830269,8,Y,0,0
100723758304,2024-09-01,2024,9,104.66,1.0705,0.8839,-0.1866,-0.17431,1.46,0.5761,0.5761,0.0,Supplier,0.03821161865968392,-0.1358036761830269,9,Y,0,0
100723758304,2024-10-01,2024,10,106.55,1.0898,0.8839,-0.2059,-0.18894,1.46,0.5761,0.5761,0.0,Supplier,0.04287081339712939,-0.1358036761830269,10,Y,0,0
100723758304,2024-11-01,2024,11,106.08,1.085,0.8839,-0.2011,-0.18534,1.46,0.5761,0.5761,0.0,Supplier,0.04236718224613312,-0.1358036761830269,11,Y,0,0
100723758304,2024-12-01,2024,12,106.0,1.0842,0.8839,-0.2003,-0.18474,1.46,0.5761,0.5761,0.0,Supplier,0.0395014381591563,-0.1358036761830269,12,Y,0,0
100723758304,2025-01-01,2025,1,106.38,1.088,0.8839,-0.2041,-0.1876,1.43,0.715,0.5461,-0.1689,Supplier,0.04324479815897986,0.0,13,Y,0,0
100723758304,2025-02-01,2025,2,106.69,1.0912,0.8839,-0.2073,-0.18996,1.43,0.715,0.5461,-0.1689,Supplier,0.04551116221136331,0.0,14,Y,0,0
100723758304,2025-03-01,2025,3,105.87,1.0828,0.715,-0.3678,-0.33969,1.43,0.715,0.715,0.0,Supplier,0.02820244990979015,-0.19108496436248446,15,Y,0,0
100723758304,2025-04-01,2025,4,106.08,1.085,0.715,-0.37,-0.34101,1.43,0.715,0.715,0.0,Supplier,0.031564936299676605,-0.19108496436248446,16,Y,0,0
100723758304,2025-05-01,2025,5,105.33,1.0773,0.715,-0.3623,-0.33629,1.43,0.715,0.715,0.0,Supplier,0.016800377536573707,-0.19108496436248446,17,Y,0,0
100723758304,2025-06-01,2025,6,105.32,1.0772,0.715,-0.3622,-0.33625,1.43,0.715,0.715,0.0,Supplier,0.020172364807273357,-0.19108496436248446,18,Y,0,0
100723758304,2025-07-01,2025,7,105.42,1.0782,0.715,-0.3632,-0.33688,1.43,0.715,0.715,0.0,Supplier,0.014299153339605075,-0.19108496436248446,19,Y,0,0
100723758304,2025-08-01,2025,8,106.99,1.0943,0.715,-0.3793,-0.3466,1.43,0.715,0.715,0.0,Supplier,0.03187175860443192,-0.19108496436248446,20,Y,0,0
100723758304,2025-09-01,2025,9,106.79,1.0922,0.715,-0.3772,-0.34536,1.43,0.715,0.715,0.0,Supplier,0.020270901447921652,-0.19108496436248446,21,Y,0,0
100723758304,2025-10-01,2025,10,107.4,1.0985,0.715,-0.3835,-0.34911,1.43,0.715,0.715,0.0,Supplier,0.007983116168104099,-0.19108496436248446,22,Y,0,0
100723758304,2025-11-01,2025,11,108.33,1.108,0.715,-0.393,-0.35471,1.43,0.715,0.715,0.0,Supplier,0.021198156682027847,-0.19108496436248446,23,Y,0,0
100723758304,2025-12-01,2025,12,107.78,1.1023,0.715,-0.3873,-0.35138,1.43,0.715,0.715,0.0,Supplier,0.016694336838221746,-0.19108496436248446,24,Y,0,0
100915111272,2023-01-01,2023,1,100.0,8.8054,8.8054,0.0,0.0,15.44,6.6346,6.6346,-0.0,Market,,,0,N,0,0
100915111272,2023-02-01,2023,2,100.7,8.8674,8.8054,-0.062,-0.00699,15.44,6.6346,6.6346,-0.0,Market,,,0,N,0,0
100915111272,2023-03-01,2023,3,102.92,9.0624,8.8054,-0.257,-0.02836,15.44,6.6346,6.6346,-0.0,Supplier,,,1,N,0,0
100915111272,2023-04-01,2023,4,104.75,9.2237,8.8054,-0.4183,-0.04535,15.44,6.6346,6.6346,-0.0,Supplier,,,2,N,0,0
100915111272,2023-05-01,2023,5,104.8,9.2283,8.8054,-0.4229,-0.04583,15.44,6.6346,6.6346,-0.0,Supplier,,,3,Y,0,0
100915111272,2023-06-01,2023,6,105.37,9.2785,8.8054,-0.4731,-0.05099,15.44,6.6346,6.6346,-0.0,Supplier,,,4,Y,0,0
100915111272,2023-07-01,2023,7,104.08,9.1647,8.8054,-0.3593,-0.03921,15.44,6.6346,6.6346,-0.0,Supplier,,,5,Y,0,0
100915111272,2023-08-01,2023,8,104.43,9.1957,8.8054,-0.3903,-0.04244,15.44,6.6346,6.6346,-0.0,Supplier,,,6,Y,0,0
100915111272,2023-09-01,2023,9,104.94,9.2408,8.8054,-0.4354,-0.04712,15.44,6.6346,6.6346,-0.0,Supplier,,,7,Y,0,0
100915111272,2023-10-01,2023,10,105.69,9.3064,8.8054,-0.501,-0.05383,15.44,6.6346,6.6346,-0.0,Supplier,,,8,Y,0,0
100915111272,2023-11-01,2023,11,104.23,9.1778,8.8054,-0.3724,-0.04058,15.44,6.6346,6.6346,-0.0,Supplier,,,9,Y,0,0
100915111272,2023-12-01,2023,12,104.63,9.2129,8.8054,-0.4075,-0.04423,15.44,6.6346,6.6346,-0.0,Supplier,,,10,Y,0,0
100915111272,2024-01-01,2024,1,105.7,9.3076,8.8045,-0.5031,-0.05405,14.8,5.9955,5.9955,0.0,Supplier,0.057033184182433416,-0.00010221000749532916,11,Y,0,0
100915111272,2024-02-01,2024,2,106.22,9.3527,8.8045,-0.5482,-0.05861,14.8,5.9955,5.9955,0.0,Supplier,0.05472855628481854,-0.00010221000749532916,12,Y,0,0
100915111272,2024-03-01,2024,3,107.11,9.4317,8.8045,-0.6272,-0.06649,14.8,5.9955,5.9955,0.0,Supplier,0.0407507944915253,-0.00010221000749532916,13,Y,0,0
100915111272,2024-04-01,2024,4,107.76,9.4888,8.8045,-0.6843,-0.07211,14.8,5.9955,5.9955,0.0,Supplier,0.028741177618526237,-0.00010221000749532916,14,Y,0,0
100915111272,2024-05-01,2024,5,107.16,9.4357,8.8045,-0.6312,-0.06689,14.8,5.9955,5.9955,0.0,Supplier,0.022474345220679925,-0.00010221000749532916,15,Y,0,0
100915111272,2024-06-01,2024,6,108.62,9.564,8.8045,-0.7595,-0.07941,14.8,5.9955,5.9955,0.0,Supplier,0.03077005981570302,-0.00010221000749532916,16,Y,0,0
100915111272,2024-07-01,2024,7,109.31,9.6255,8.8045,-0.821,-0.08529,14.8,5.9955,5.9955,0.0,Supplier,0.05027987822841995,-0.00010221000749532916,17,Y,0,0
100915111272,2024-08-01,2024,8,110.14,9.6986,8.8045,-0.8941,-0.09219,14.8,5.9955,5.9955,0.0,Supplier,0.054688604456430756,-0.00010221000749532916,18,Y,0,0
100915111272,2024-09-01,2024,9,110.76,9.7528,8.8045,-0.9483,-0.09723,14.8,5.9955,5.9955,0.0,Supplier,0.055406458315297336,-0.00010221000749532916,19,Y,0,0
100915111272,2024-10-01,2024,10,110.58,9.7369,8.8045,-0.9324,-0.09576,14.8,5.9955,5.9955,0.0,Supplier,0.04625848878191352,-0.00010221000749532916,20,Y,0,0
100915111272,2024-11-01,2024,11,111.29,9.7996,8.8045,-0.9951,-0.10154,14.8,5.9955,5.9955,0.0,Supplier,0.06775044128222452,-0.00010221000749532916,21,Y,0,0
100915111272,2024-12-01,2024,12,112.78,9.9308,8.8045,-1.1263,-0.11342,14.8,5.9955,5.9955,0.0,Supplier,0.0779233466118161,-0.00010221000749532916,22,Y,0,0
100915111272,2025-01-01,2025,1,114.06,10.0437,8.8045,-1.2392,-0.12338,15.55,5.9214,6.7455,0.8241,Supplier,0.07908590828999951,0.0,23,Y,0,0
100915111272,2025-02-01,2025,2,115.71,10.1888,8.8045,-1.3843,-0.13586,15.55,5.9214,6.7455,0.8241,Supplier,0.08939664481914322,0.0,24,Y,0,0
100915111272,2025-03-01,2025,3,114.94,10.1209,8.8045,-1.3164,-0.13007,15.55,5.9214,6.7455,0.8241,Supplier,0.07307272283893695,0.0,25,Y,0,0
100915111272,2025-04-01,2025,4,116.96,10.2986,8.8045,-1.4941,-0.14508,15.55,5.9214,6.7455,0.8241,Supplier,0.08534271983812514,0.0,26,Y,0,0
100915111272,2025-05-01,2025,5,117.14,10.3142,8.8045,-1.5097,-0.14637,15.55,5.9214,6.7455,0.8241,Supplier,0.09310385027077994,0.0,27,Y,0,0
100915111272,2025-06-01,2025,6,119.5,10.5228,8.8045,-1.7183,-0.16329,15.55,5.9214,6.7455,0.8241,Supplier,0.10025094102885812,0.0,28,Y,0,0
100915111272,2025-07-01,2025,7,119.0,10.4788,8.8045,-1.6743,-0.15978,15.55,5.9214,6.7455,0.8241,Supplier,0.08864994026284334,0.0,29,Y,0,0
100915111272,2025-08-01,2025,8,118.08,10.397,9.6286,-0.7684,-0.07391,15.55,5.9214,5.9214,0.0,Supplier,0.07201039325263436,0.09359986370605933,30,Y,0,0
100915111272,2025-09-01,2025,9,118.75,10.4562,9.6286,-0.8276,-0.07915,15.55,5.9214,5.9214,0.0,Supplier,0.07212287753260593,0.09359986370605933,31,Y,0,0
100915111272,2025-10-01,2025,10,117.99,10.3899,9.6286,-0.7613,-0.07327,15.55,5.9214,5.9214,0.0,Supplier,0.06706446610317451,0.09359986370605933,32,Y,0,0
100915111272,2025-11-01,2025,11,118.25,10.412,9.6286,-0.7834,-0.07524,15.55,5.9214,5.9214,0.0,Supplier,0.062492346626392914,0.09359986370605933,33,Y,0,0
100915111272,2025-12-01,2025,12,119.02,10.4805,9.6286,-0.8519,-0.08128,15.55,5.9214,5.9214,0.0,Supplier,0.05535304305796096,0.09359986370605933,34,Y,0,0
100970004816,2023-01-01,2023,1,100.0,13.8699,13.8699,0.0,0.0,19.8,5.9301,5.9301,0.0,Market,,,0,N,0,0
100970004816,2023-02-01,2023,2,99.61,13.8157,13.8699,0.0542,0.00393,19.8,5.9301,5.9301,0.0,Market,,,0,N,0,0
100970004816,2023-03-01,2023,3,99.67,13.8248,13.8699,0.0451,0.00326,19.8,5.9301,5.9301,0.0,Market,,,0,N,0,0
100970004816,2023-04-01,2023,4,98.97,13.7272,13.8699,0.1427,0.0104,19.8,5.9301,5.9301,0.0,Market,,,0,N,0,0
100970004816,2023-05-01,2023,5,99.5,13.8,13.8699,0.0699,0.00506,19.8,5.9301,5.9301,0.0,Market,,,0,N,0,0
100970004816,2023-06-01,2023,6,99.81,13.8429,13.8699,0.027,0.00195,19.8,5.9301,5.9301,0.0,Market,,,0,N,0,0
100970004816,2023-07-01,2023,7,99.91,13.8568,13.8699,0.0131,0.00095,19.8,5.9301,5.9301,0.0,Market,,,0,N,0,0
100970004816,2023-08-01,2023,8,100.56,13.9483,13.8699,-0.0784,-0.00562,19.8,5.9301,5.9301,0.0,Market,,,0,N,0,0
100970004816,2023-09-01,2023,9,101.59,14.0908,13.8699,-0.2209,-0.01568,19.8,5.9301,5.9301,0.0,Market,,,0,N,0,0
100970004816,2023-10-01,2023,10,102.31,14.1905,13.8699,-0.3206,-0.02259,19.8,5.9301,5.9301,0.0,Supplier,,,1,N,0,0
100970004816,2023-11-01,2023,11,101.54,14.083,13.8699,-0.2131,-0.01514,19.8,5.9301,5.9301,0.0,Market,,,0,N,0,0
100970004816,2023-12-01,2023,12,101.42,14.0673,13.8699,-0.1974,-0.01403,19.8,5.9301,5.9301,0.0,Market,,,0,N,0,0
100970004816,2024-01-01,2024,1,102.11,14.163,13.6235,-0.5395,-0.03809,18.45,4.8265,4.8265,-0.0,Supplier,0.021132091795903474,-0.01776508842890001,1,N,0,0
100970004816,2024-02-01,2024,2,102.34,14.1946,13.6235,-0.5711,-0.04024,18.45,4.8265,4.8265,-0.0,Supplier,0.02742532046874202,-0.01776508842890001,2,N,0,0
100970004816,2024-03-01,2024,3,102.8,14.2586,13.6235,-0.6351,-0.04454,18.45,4.8265,4.8265,-0.0,Supplier,0.031378392454140425,-0.01776508842890001,3,Y,0,0
100970004816,2024-04-01,2024,4,102.84,14.2634,13.6235,-0.6399,-0.04486,18.45,4.8265,4.8265,-0.0,Supplier,0.03906113409872369,-0.01776508842890001,4,Y,0,0
100970004816,2024-05-01,2024,5,102.69,14.2435,13.6235,-0.62,-0.04353,18.45,4.8265,4.8265,-0.0,Supplier,0.032137681159420284,-0.01776508842890001,5,Y,0,0
100970004816,2024-06-01,2024,6,102.52,14.22,13.6235,-0.5965,-0.04195,18.45,4.8265,4.8265,-0.0,Supplier,0.027241401729406478,-0.01776508842890001,6,Y,0,0
100970004816,2024-07-01,2024,7,100.91,13.9962,13.6235,-0.3727,-0.02663,18.45,4.8265,4.8265,-0.0,Supplier,0.010060042722706664,-0.01776508842890001,7,Y,0,0
100970004816,2024-08-01,2024,8,101.01,14.0102,13.6235,-0.3867,-0.0276,18.45,4.8265,4.8265,-0.0,Supplier,0.004437816794878202,-0.01776508842890001,8,Y,0,0
100970004816,2024-09-01,2024,9,101.59,14.091,13.6235,-0.4675,-0.03318,18.45,4.8265,4.8265,-0.0,Supplier,1.4193658273375931e-05,-0.01776508842890001,9,Y,0,0
100970004816,2024-10-01,2024,10,101.6,14.092,13.6235,-0.4685,-0.03325,18.45,4.8265,4.8265,-0.0,Supplier,-0.0069412635213699225,-0.01776508842890001,10,Y,0,0
100970004816,2024-11-01,2024,11,102.46,14.211,13.6235,-0.5875,-0.04134,18.45,4.8265,4.8265,-0.0,Supplier,0.00908897252005958,-0.01776508842890001,11,Y,0,0
100970004816,2024-12-01,2024,12,102.11,14.1623,13.6235,-0.5388,-0.03805,18.45,4.8265,4.8265,-0.0,Supplier,0.006753250446070114,-0.01776508842890001,12,Y,0,0
100970004816,2025-01-01,2025,1,102.55,14.2239,15.7947,1.5708,0.11044,19.87,4.0753,4.0753,0.0,Supplier,0.004299936454141173,0.15937167394575558,13,Y,0,0
100970004816,2025-02-01,2025,2,103.19,14.312,15.7947,1.4827,0.1036,19.87,4.0753,4.0753,0.0,Supplier,0.008270750848914377,0.15937167394575558,14,Y,0,0
100970004816,2025-03-01,2025,3,103.89,14.4096,15.7947,1.3851,0.09612,19.87,4.0753,4.0753,0.0,Supplier,0.010590100009818526,0.15937167394575558,15,Y,0,0
100970004816,2025-04-01,2025,4,103.31,14.3296,15.7947,1.4651,0.10224,19.87,4.0753,4.0753,0.0,Supplier,0.004641249631925026,0.15937167394575558,16,Y,0,0
100970004816,2025-05-01,2025,5,103.55,14.3623,15.7947,1.4324,0.09973,19.87,4.0753,4.0753,0.0,Supplier,0.008340646610734748,0.15937167394575558,17,Y,0,0
100970004816,2025-06-01,2025,6,103.48,14.352,15.7947,1.4427,0.10052,19.87,4.0753,4.0753,0.0,Supplier,0.009282700421940904,0.15937167394575558,18,Y,0,0
100970004816,2025-07-01,2025,7,103.4,14.3417,15.7947,1.453,0.10131,19.87,4.0753,4.0753,0.0,Supplier,0.024685271716608836,0.15937167394575558,19,Y,0,0
100970004816,2025-08-01,2025,8,104.04,14.4298,15.7947,1.3649,0.09459,19.87,4.0753,4.0753,0.0,Supplier,0.029949608142638917,0.15937167394575558,20,Y,0,0
100970004816,2025-09-01,2025,9,104.26,14.461,15.7947,1.3337,0.09223,19.87,4.0753,4.0753,0.0,Supplier,0.026257895110354257,0.15937167394575558,21,Y,0,0
100970004816,2025-10-01,2025,10,104.47,14.4904,15.7947,1.3043,0.09001,19.87,4.0753,4.0753,0.0,Supplier,0.028271359636673266,0.15937167394575558,22,Y,0,0
100970004816,2025-11-01,2025,11,105.14,14.5823,15.7947,1.2124,0.08314,19.87,4.0753,4.0753,0.0,Supplier,0.02612764759693187,0.15937167394575558,23,Y,0,0
100970004816,2025-12-01,2025,12,105.23,14.595,15.7947,1.1997,0.0822,19.87,4.0753,4.0753,0.0,Supplier,0.030552946908341205,0.15937167394575558,24,Y,0,0
102358361363,2023-01-01,2023,1,100.0,15.9536,15.9536,0.0,0.0,19.87,3.9164,3.9164,0.0,Market,,,0,N,3,3
102358361363,2023-02-01,2023,2,100.13,15.9738,15.9536,-0.0202,-0.00127,19.87,3.9164,3.9164,0.0,Market,,,0,N,3,3
102358361363,2023-03-01,2023,3,100.84,16.0874,15.9536,-0.1338,-0.00832,19.87,3.9164,3.9164,0.0,Market,,,0,N,3,3
102358361363,2023-04-01,2023,4,100.75,16.0725,15.9536,-0.1189,-0.0074,19.87,3.9164,3.9164,0.0,Market,,,0,N,3,3
102358361363,2023-05-01,2023,5,100.94,16.1032,15.9536,-0.1496,-0.00929,19.87,3.9164,3.9164,0.0,Market,,,0,N,3,3
102358361363,2023-06-01,2023,6,101.23,16.1501,15.9536,-0.1965,-0.01217,19.87,3.9164,3.9164,0.0,Market,,,0,N,3,3
102358361363,2023-07-01,2023,7,101.47,16.1876,15.9536,-0.234,-0.01446,19.87,3.9164,3.9164,0.0,Market,,,0,N,3,3
102358361363,2023-08-01,2023,8,101.95,16.2647,15.9536,-0.3111,-0.01913,19.87,3.9164,3.9164,0.0,Market,,,0,N,3,3
102358361363,2023-09-01,2023,9,102.03,16.277,15.9536,-0.3234,-0.01987,19.87,3.9164,3.9164,0.0,Market,,,0,N,3,3
102358361363,2023-10-01,2023,10,103.13,16.4537,15.9536,-0.5001,-0.03039,19.87,3.9164,3.9164,0.0,Supplier,,,1,N,3,3
102358361363,2023-11-01,2023,11,102.92,16.4199,15.9536,-0.4663,-0.0284,19.87,3.9164,3.9164,0.0,Supplier,,,2,N,3,3
102358361363,2023-12-01,2023,12,102.84,16.4074,15.9536,-0.4538,-0.02766,19.87,3.9164,3.9164,0.0,Supplier,,,3,Y,3,3
102358361363,2024-01-01,2024,1,103.37,16.4913,15.5205,-0.9708,-0.05887,19.87,4.3495,4.3495,0.0,Supplier,0.033703991575569026,-0.027147477685287358,4,Y,3,3
102358361363,2024-02-01,2024,2,103.92,16.5798,15.5205,-1.0593,-0.06389,19.87,4.3495,4.3495,0.0,Supplier,0.037937122037336124,-0.027147477685287358,5,Y,3,3
